json_path,year,full_article_id,block_id,matched_patterns,headline,article,Gemini_classification
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1870/faro_1870/1870-12-31_p1_sn89077510_00332897883_1870123101_0721.json,1870,18,17,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)",,"


you what were my feelings on receiving
your letter, which communicated to me th'
, tidings that you also had been forced to fie'
from our fsther's house. It's perhaps sin
full in me to do so, but | cannot avoid hat
ing the woman whom our father would hav'
|, ms to call mother; not on account OF be-
conduct to me (though it was cruel enough
for always despised for--but, o JacObini
it was because she she was SO unlike ou
+ mother, whom remember better than yot
can, and whom | suppose you will new re
ssmble as she lives in my momory-for al
who saw you SAID, you were her picture |;
bat it is.because of her cruelty to you tha
hate her. The thought that you have
been compelled to fly more than three hun
dred miles from our fathers house, and thai
your only nope is becoming the servant Of
our equals Sister, when | received your
letter and read this, it cost me sleepless
night | cried like a child-and sailors d.
not shed tears for trifies. Yea, though | an
no Catholic, / prayed thai our mother
spirit might watch over you and protect
you, nav sister! But ! cannot endure the
thought Of your being shnenisf fsasAe tesss
Of any one. With this, therefore, you will
receive draft for fl00 upon the agents
Of my owners, payable at sight. The mo
meut that you get it cashed, leave service,
or shall be angry


""But now, my own sister. | have some
thing else to tell you Of You know that
our dear mother had a brother c2lled
James, and after ahom you were uAmed
He went to sea when but a boy, and was
not again heard Of 1t was runored, and
believed, that he and his sbipmates were
taken by pirates, and that they became
part of them. The story was not true.
Fig hteen months ago, | was in Bengal, and
had dealings with q merchant, who, hearing
the Scottish or rather the Border accent on
my tongue, asked me from whence | came.
informed him and he then, with degree
of curiosity, inquired who was my kther,
who my mother When ! spoke Of our
father-I remember him WE'LL be said,
wat Ken-why, he was my school and
class -fellowp But when | told him Of our
mother, ana who she was, there was vIsi-
BILE paleness on his sunburnt face sweat
stood in drops upon bis brow, he gasPed IN
his eagerness TO hear me, and exclaimed
Y Youth youth does yonr mother live Il
Oh, me- | answered and the tears gushed
into my eyes, sister. Come to me come
to me my sisters child ! lie cried. and he
threw his arms around my neck. Jacobih
il was our uncls-Our mothers brother
And when | bad told him all, and how and /,
why had left the house, and spoke Of you
and of your being named after him-If
live. said he, for two years more, | shall
see my little niece, my namesake-she
shall be my daughter He had been many
years a prisoner, and on obtaining his liber-
ty became a sorl Of secretary to a nabob in
India. lie had written repeatedly to his
parents but he received no answer, for ere
then they were dead aud his sister eur
mother-he knew not whether she lived,
where she was, or by what name she might
be found. lie is now a widOwer, and has
an only son, nearly my age. Our cousin,
Jacobini, is a noble, kindbcarted fellow. |
should have loved him though be bad been
no relative Of mine, from the moment be-
came acquainted with MN. Ills name is
William, and before this reaches you, he
will be in London where you sre; for, when
| last left Bengal, be was preparing to go
to London, to be thoroughly instructed in
the rules of business He was to be in the
house Of one Mr. L, in Throgmorton
street. By lnquiring there, you will easily
find him and the moment you receive thi 8
call upon him-he will rejoice in having
found you--he will protect you until see
you, which will be in the course of next
year; for, after again going to Bengal, I
have a voyage to make to England and
our uncle has promised to accompany me.
Therefore, within twelve months, we shall
meet again. Remember me to my cousin
when you find him, which you will easily
do. You nay show him this letter, and
when he has seen it, | am sure you will find
in him a warm and a steadfast friend, and
one who will not endure the degradation of
your remaining an hour in a state Of servi-
tude


""Farwell, dear and only sister, until we
meet and if you ever bear from our father,
tell him that | yet live, that | think Of him,
aud love him-Out, o Jacobini, the ac0mdn
that rules his house, renders it impossible
that can again enter it. Write to him
that shall meet him in London next year,
but he must not bring her. Again, fare
well, dear sister-wait upon our cousin with
this letter it will be an agreeable surprise
and | am, ever, your affectionate broth
er,


FRANCIS KERR""


Such was the letter which Jacobini re
ceived from her brother But il would be
a vain task to describe her feelings, on its
persual. From it she found that her lover
and cousin-he whom she did love though
she showed it not, and whom she sought
to avoid-was one and the same person.
She was commanded to show the letter tC
him


""To him !"" said Jacobini 81 cannot ""
And yet while she so said she wept with
joy. She went not to him-nor needed
she for, as was his wont, within aa hour
he threw himself in her way-for be watch
ed her every moment, She had never spok-
en- to him unkindly (for it was net in heI
nature, but always coldly. She had the
letter in her hand, and she was weeping over
it when be saw her.


""Why does my Jacobin weep?"" he said:
''if aught distresses you, why refuse the
friendship and the hand Of one who is ready
to bear your SORROWS and protect you ?""


civilian"" she said. falterincly-and il
was the first time that she had called him BY
that name-''read, read this And she pu,
the letter intoU his hand.


He took this eyes eagerly glanced
over it; but before he bad finished it, be
flung his arms round her neck, and ex
claimed-my cousin ?--my Jscobini =
mine !""


I",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1870/faro_1870/1870-11-03_p1_sn83016025_00279525309_1870110301_0213.json,1870,8,7,\babort[i1][o0]n\b,Domestic News.,"NEW YORK.


GREAT RAID ON ILLICIT wHIsKEY DIsTILLERs


New YORK. Nov. 2-The internal revenue
officers, aided by force of $500 United States
marines and regulars, made a grand raid to-
day on the illicit whiskey distlleries in the
fifth ward of BROOKLYN, and captured and de-
stroyed over twenty establishments with their
contents Eight fire engines were employed
several hours in pumping out the contents OF
the stills and wash-tubs, which afterwards
were completely demolished by large force of
labOrers accompanying the troops. In the
early part of the affair the mob hurled several
vOllies of stones, brickbats and other missi es
upon the marines under Col. Broome, but
were routed by bayOnet charge. Col. Broome
then warned the crowd that the troops would
fire if any further violence was offered, but
tn ~ were not again mOlested. Assessor Dutch
er was hit twice by flying bricks, and sever Il
revenue officers were more or less injured dur
ing the riot.


VARIOUS ITEMS.


Profs. Hall, Hoskins and Eastman of Wash
ington Naval Observatory, will sail to-day on
the China en- route for the island Of Sicily, to
take observations of the total eclipse of the sun
Dec 22d. PrOfs. Peters of Hamilton College
and Wheelock of Harvard University will
leave on the Abyssinian tomorrow in charge
of another party for a similar purpose.


Two men incorporating in women's dress
were arrested coming from ball in Brooklyn
last night and committed the TOmDs to-day
for trial. Emile Houshlll and Harry Melville
were the names they gave. They are probably
fictitious. They say they can prove they have
been going in wOmen's clothes to balls and
parties in this city and Brooklyn for two or
three years Fast.


Mary E. Carey, II years old, died yesterday
at the Office of the notorious DR.. Evans, alias
Powers, on Chatham strest from the effects OF
an abortion. Evans has fed.


A forged check on Market Bank for $14, 600
was passed on Souther 8, Co., bankers, to-day
The forger was arrested.


The body of James Moran, of Lowell, Mass.
who has been missing since May 22d, was
found in the woods, near Frye's Village, or
Monday night. While under alteration O
| mind he probably wandered into the wood.
and died from starvation.


POLITICS.


The action of the General Committee of thu
Young Democracy in endorsing Gov. Hoff
man has created quite an excitement IN politi
| cal circles.


| Sheriff O'Brien in accordance with Tam
many, who tonight nominated his brotbe
Lawrence for the Assembly, which explain
the action of the Young Democracy in repudi
ating the Republican State Ticket",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1870/faro_1870/1870-02-09_p4_sn84022046_0027955517A_1870020901_0138.json,1870,6,5,\bmonthly[ -]?(pills?|regulat[i1]on|remed(?:y|ies))\b,Female Monthly Pills.,"Dr.; Perrault Is the only agent In California n,
Dr. Biots Female Monthly Pills. TLeIr ,,ol
mense sale has established their reputation a. 4
ln s1sr IeMsoy anapproschcd, and far in advyncs
reguiarities; and other obstrnctions In females
ON me receipt OF hve dollars these piils viii bc
sem by mail or express TO any part OF The world
secure rom curiosity or damage.


Persons ct q distance can be cured AZ homo bv
addressing Q letter TO DR.. Perrault. corner y,
Ind Montgomery streets, Rooms 10
and il, Or Box N8, Postofice, San Francisco.
st,ting the case % infinitely as possible, general
napitt Or living, occupation. ETC., etc.


Nv Communications confidential. uo39Iy",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1870/faro_1870/1870-12-23_p4_sn84022644_00295867541_1870122301_0166.json,1870,20,19,\bfemale[ -]?(pills?|safe(?:ty)?|remed(?:y|ies))\b;\bmonthly[ -]?(pills?|regulat[i1]on|remed(?:y|ies))\b,"FRENCH MEDICAL OFFICE


nR. IillEN PERRAill 7. -. :. {. /.","Deefer Of Medicine Of the Faeulty Of


Paris, Graduate Of the Untverstty


Sc. JehA Baptiste Society Of San Fran.


eises.


Gs- PessacLr has the pleasure to inform pa
tien,s and others seeking eonadsptiai msdieai sd-
vice that 10 be consulted daily NJ his ONCE, Ar
mory Hall Bsildiag. North East corner Of Mont
gousry ADD Sacramento streets, San Francisco.
seos Nss. ., te H. 6rst door, up stairs, entrancs
on either Montgomery or Sacramento streets.


DR. PARaAuLes studies have been almost exelu-
sively devoted to the of the various forms Of
Nervous aud Physical Debility, the result sf inju-
rious habits acquired In youth. which usually ter
inmate in iaapstenee aod sterlity. and permanent
~ induce all the eonesmitaats Of old age. where


secret infirnty exists involving the happiness Of
life zad that of others, reason and morality die
tate the necessity OF its rcnoval, for IL 10 fact
that prem stars decline Of the vigor Of manhood.
m.kruonial unhappisess, compulsory single life.
.le, have their sources 10 causes, The germ Of
which 10 planted IN early life. and the bitter traits
tasted lorg aftsswsrd; patients, lsboring under
this CON uplaiat, ~ili complain of ono more Of
the following syuPtcms: Nocturnal Emissions,
Pains in the Beck and Head. weskness Of Memo
ry and Sight Discharge fron the Urethra on GO
ing to stool or Eakipg water, Intellectual Facul-
ties are Weakened, Loss Of Memory ensues, Ideas
elouded, aud there Is adisineiinason TO attend
to business. OF even to resding, writing. or the
society of frieads, etc. The patient viii probably
pl.in Of Di.riness, Vertigo. and that Sight
and Hearing weakened and sleep disturbed by
dreams melancholy. sighing. palpitstion. faint
ings. coughs and slow fevers; while some have
external rheumatic pain, and numbness Of the
body. Some Of the most common symptoms are
pimpies in the face, and aehi0g In different parts
of the body. Patients suffering from this disease.
should apply imm edistely TO DR. PERRArLr. either
in person OF by letter, he will guarantee cure
Of Seminal Emissions and Impotence in 1ix or
eight weeks.


Patients suffering from veueriai disease in any
stage, Gonorrhea, Gleet Structures, Bubo, Ulcers,
Cutaneous Erupians, etc., viii be treated success
fully. All Syphilitic and Mercural Tsints entire
ly repoved from the ~ stem.


DR. PERRAuLf's diplomas are In his once,
where patients can see for themselves that they
under the care Of regularly educated praeti-
toner. Tho best references given II, required.


Patients suffering under chronic dtseascs, can
call and examine for themselves We invite in
1estigstion; claim not to know everything. nor TO
cure everybody, but We do claim that iD all cases
taken under treatment va fulhll promises.
We particularly request those who have tried this
bossted doctnr and that advertised ply seisn, till
worn ou, and discouraged. to call upon rs.
Low charges aud quick cures.


Ladies suffering from any complaint Incidental
to their sex, consult the doctor with the
ance Of relief.


Female Monthly Pills.
Dr.. PERnAuLs is the only agent In CaIifornia
for DR. Brorr's Female Monthly Pills. Their
immease sale has established their repntation IS
female remedy. unapprcacbed and far ip advance
Of every other remedy for supprsssions and irreg-
ularities. and other obstructions in fsmaies. On
the receipt Of Ave dollars these Pills viii be sent
BY mail or express to any part Of the world, Sc
cure from curiosity or damage.
PsrsoLs at . distance can be cured At hsms, by
,ddressing . letter to Dr. PERRAULr, corner of
Sacramento and Montgomery streets, Rooms 10
and ii. or Box o73 P. O., San Francisco, stating
the as minuteiy possible, general habits Of
living, occupation, ETC., etc. s7ssse a.. -,
All communications confidential. jan3yi",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1871/faro_1871/1871-09-20_p1_sn84026994_00294551608_1871092001_0065.json,1871,21,20,\babort[i1][o0]n\b,IN ABORTIHE ARREST.,"San FRANCISCO, September 10.
O'Donnell Cohen, the astrologer, and Mrs.
Knapp, charged with Abortion, were discharged
on ,lol pros, the attorney-general rejecting
the evidence of the deceased, because when
given she did not believe herself dying.",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1871/faro_1871/1871-07-20_p4_sn89058302_00212470417_1871072001_0485.json,1871,38,37,\bbring[ -]?on[ -]?(?:the[ -]?menses|the[ -]?courses|her[ -]?periods?)\b,"DIR. J. ~BRADFIELD'S
Female Regulator !","IT WILL bring on the Menses relieve all main
L at the monthly L"" Period - cure Rheuma.
tism and Neuralgia of Back and Uterus; Len.
corrh9a or Whites"" and partial Prolapsus
Uteri; check excessive flow. and correct ali ir-
Irregularities peculiar to ladies.


II will remove oil irritation Of Kidueys and
Bladder; relieve Ccstiveness ; purify the Blood
give tone aud strength to the whole system !:
clear the skin, impnrtipg n rosy hue to the
cheek and cheerlulness TO the mind.


1t 10 ne sure n cure In all the above diseases
as Qulnire 10 in Chills and Fever.


Ladies' can cure themselves of all the above
diseases without revealing their complaints to
any Que, which is always mortifyins to their
pride aud modesty


1t Is recommended by the best physicians and
the clergy.


LAGRANGE, Ga, March %, 1870.


Bradkeld Il Co., Atlanta, Ga.-Dear Sirs IL
take pleasure in stating that l have used for the
last twenty years the medicine you are now put
ting up, known as DR.. J. Bradfeld's Female
Regulator, and consider il the best combination
ever gotten together for the diseases for which
it Is recommended. have been familiar with
the prescription both as q practitioner OF medi.
cine and in domestic practice, and can honestly
say that consider Il n boon to suffering fe.
males, and can but hope that every lady in our
land. whe may be suffering In any way peculiar
to their scx, may be able 10 procure u bottle, that
their suferings may not only be relieved, but
that they may he restored to health and strength.


With my kirdest regards. very respectful
~, "". B. PERRELL, II. D.",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1871/faro_1871/1871-10-06_p2_sn92053941_00295873590_1871100601_0019.json,1871,2,1,\babort[i1][o0]n\b,"Ladies', take Particular Notice.
The Real VelPau Female Pills","These Pills, so celebrated many years ago in
Paris, for the -elief Of female Irregularities. and
Afterwards for their criminal ON 10y ment In the
practice of abortion, are now offered for sale for
che hrs4 time in America. They have been kept
in comparative obscurity from the fact that the
origin stor. DR.. Velpau. Is phJ sieisn In Paris,
of great wealth and has strict tioursprn-
CT pies, and has withheld them from general uss,
lest they should be employed for unlawful par
poses


In overcoming FEMALE Distinctions, Falling
OF the Womb, = hites, Green Sickness, suppres-
sion, Retention, or Immodsrate Flow of the
Monthly Discharges, Nervous and Spinal Alice
items, Pains In the Back and Limbs, Fatigue on
slight exertion Palpitstion Of the Heart, Hys-
tsrics, &C., and will effect cure when all other
means have failed and, although . powerful
remedy, 10 not ecntain oalomel, sntimCny, or
anything hurtful to the constitution


To married ladies and young girls who have
never been regulated, they are peculiarly suited.
They Will, In . short time, bring on the monthly
period with regularity.


CAUTION Married Ladies' should never take
them when there is any reason to believe them
selves pregnant, for they will bssurs toprodues
niscarrisge


ladies' can procure box, scaled from the eyes
oftns curioss, By enclosing one dollar, and sir
postage stamps 20 II W. MAC0HBER, General
Agent for United States and osnsdas, st Albany
H. Ia OF Of any satAsrissd Assat. nya<lsIy",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1871/faro_1871/1871-02-05_p3_sn85033699_00200293435_1871020501_0126.json,1871,6,5,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)",,"E0l T. 90 -ni4fs- -
of angels, and dc believe she gsa one
almost. II q sd
Give me just another pipe of your
tobacco. Thankye. Very good tobacco
it is, too. ~ f @
We'll, week from that day l was ly-
ing in bed all battered and banged up.
MY eyes were nearly closed, my nose
made into jelly, my head as knotty all
over as could be, my arms and body just
as sore as boil. In fact, l was nearly
beaten to death, all of which was done
by that man Limber-Stick lobe. l forced
the fight on him. BE said he didn't want
to fight. Said it would disgrace him;
out if nothing but fight would do me,
here goes. Then that timber stick began
to warp round my head in sharp, we'll
aimed, rapid blows that, do as might,
couldn't avoid. In fact he licked me.
Thrashed me till bawled.


Now then, l had been lying in bed
about week, suffering in mind and body
on account of that drubbing, the only
one / ever did get, when my landlord
came in with my dinner.


""Well,"" said he, as he sat down the
tray of victuals and hooked at me doleful-
ly. 'Well, Tom Register, you're getting
well enough now to explain matters
little, and l want to know what on earth
you picked up and forced fight with old
lobe Balew for?""


l gazed at the man steadily q moment
to see that he was not quizzing me for
sport, then l said


""Why, just because he's always been
the bully here, and wanted that position
myself""


'Been the bully!"" echoed the landlady;


''been the bully! Why, he's Methodist
preacher, and never had a fight before in
his life, man""


""Whatl"" l calculated, in utter eonster-
nation.


Certain, sir, he's Methodist preach
er, and spite of his good, pious ways, all
the miners, blacklegS and spectators like
him, for he don't care cuss if they have
all their fun with him, and call him Linn
ber-stick lobe instead of Parson Ballew,
as they ought to-""


.''Ballew, Ballew,"" muttered. els he
any relation of Nettie Ballew2""
Certain, sir; she's his""


Thunder! o, Lord! What have
done2 Landlord"" said l, in breath :;
""post right off to Parson Rsllew, and tell
him to come right here and see me,
quick !""


The landlord gave me one startled look
Il must have looked deathly), and then
bolted off. Ballew happened to be pass
ing along the street, and was brought right
in. was crazy-I was wild.
ooh, Dir. Ballew, forgive me, forgive
mel"" cried. 81 didn't know you was
Nettie's-p


Husband"" he put in, very calmly.
''Yes, "" she's my wife""





''Here, take this pipe; guess I've
smoked enough""",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1872/faro_1872/1872-06-03_p2_sn92053941_00295873607_1872060301_0147.json,1872,1,0,\bpessaries?\b;\bpe(?:ss|ß)ar[iIl1]es?\b,DIR. BIGELOW,"


Hhas removed frem No. 179 South CLARK st., cor.
ner of Monroe, to No. 464 SOUTH STATE
STREET, CHICAGO.


It we'll known by all readers of the papers
that DR.. C. BigslOw is the Oldest established
ply stefan in Chicago, who has made abe treat
nent of all chronic and sexual diseases tpe-
cialty. Science and experience have made DR..
B. the most renowned SPECIALIST Oft age
honored by the press, esteemed of the highest
medical Attachments by all the medical in sti-
tutss of the day, having devoted TWENTY
YEARS OF HIS LIFE in perfscting remsd les
that will cure positively the WORT cases Of
CHRONIC AND PRIVATE DISEAeEs of the
GRNITO- URINARY ORGANS in both sexes,
Seminal Weakness, producing EsrysuInsss
Aversion to Society, Impaired Vision, Loss
Memory and Manhood, perfectly csred. 1t il
evident that one who confines himself to the
study Of certain diseases, treating Thousands Of
cases every year, must have greater skill than
physician in general practice. Read his MED'
IcAn TREATISE for ladies and gentlemen. Sent
free to any address in sealed envelope. Consul
tation Free. The finest rooms in the city, with
Separate Parlofs for ladies and gentlemen. Call
you see only the Doctor. Correspondence Con
hdsntial. Address all letters TO DR.. c. BIGR-
Low, No. 464 State at. Office hours from A.
| II. to P. NJ; Sundays P. M. 80 5.


E.B.-Ladiss, send for descriptive circular
Of Pessarie ReHede, the best prevention Of con
eeption known. Sent TO any address; enclose
stamp. jan10,d4wIy",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1872/faro_1872/1872-03-30_p2_sn92053941_00295873590_1872033001_0624.json,1872,27,26,\bfemale[ -]?(pills?|safe(?:ty)?|remed(?:y|ies))\b;\bfemale[ -]?p[i1]lls\b,"JOE AGoRHs' a
Sir James Clark's Female Pills.","These invaluable Pills are unfailipg in tAe
cure Of all those painful and dangerous diseases
to which the female constitution 10 subject
They moderate all excuses and remove all OBJ
stTuctions, from whatever cause.


To MARRIED. LADIES


they are particularly suited. They will in .
short tine bring on the monthly period with
regularity; and AlthOugh very powerful. con tain
nothing hurtful 10 the constitution. In all cAsss
Of Nervous spd Spinal Affection, Pains IN the
Back and Limbs, Fatigue on slight sxertiOn,
Palpitation of the Heart, Mysteries and Whites,
they will sasc, cure when all other moanB have
IA lied. The circulars around each package give
full directions ana advice, viii be sent free 20
all writing Tor them, sealed fro obsery alton.
SPECIAL NOTICE.


/ Ttis the fate Of every true valuable medicine
TO be CONTAMINATED. job Moses Sir James
oArke's Female Pills are extensively coUNrER-
FEIr D. Dishonest Druggists endeAvor TO sci
the countorfoits 90 make greater PROFITS.
! n. B.,-ln all caseI where the Genuine cannOl
be obtained, One Dollar enclosed TO the Sole Pro
pristor, JOB MOSES, Is eortIsndt Street, New
| York, win insure bottle OF the Gsnsins, con
containing Fifty Pills, BY return msil, securely
sealed from any knowledge of itscontents.",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1872/faro_1872/1872-12-19_p2_sn85034301_00295873619_1872121901_0067.json,1872,3,2,\bm[i1]scarriage\b;\b(?:m|rn)[i1]scarr[iIl1]age\b,"The Real velpau Female Pills.
Warranted French.","


Thee Pulls 50 celebrated many year, ago III
Paris t,r IN, relief of female hrcgularitir- aud Ut


erwur- Der their criminal rJnihOy utnt iu he prar-
rice 90 ghor Inn offered for -le Tor thc hr-i
tima America Tuey have been sept 10 coupara
tive insecurity from the iuct that the ""rl-inaIot, bT
Vrpiu T. phy-cinn In PaFi-. oi great wealth. and
ha- considerations principles. and has withheld
them from general use lest they -1u""id o' employed
for uglawlul purpu-C--


IN overcoming remale Distractions Failing Of the
Womb Whites Green sickness, Suppression Re
tentiop. or lmmudc-a'e Flow OF the Monthly DE-
charges. Nervous and Spinal Affections, PIN III the
Back and limb, rHugu' on slight rNe-tn. P1Iifta-
ton vt the Heart, Mysteries, &C and viii alrct a
cure whcu al other means have failed aud, althnu-h
powerful remedy, do not contain cHlomcl, antlmo-
ny. or anything hnrtful to the constitution


70 married. ladies anu young girl~ who have Brv''r
been regulated they a'c peculiarly suited They
viii. In short tine, bring on Il"" monthly perioc
with rt1uiarty.


CAurIoH Married latiies .hp1'I never tax"" them
WHEN fh~F g. y 90 hcltcv. themselves Ircg
uaut iar they viii be snrr 10 prudgcc miscarriage.


Ladies can prUcHrp a box -eard from the ewes OF
fhr curious hy enclosing one dollar rd SIX passage
-tsmpS 70 NV MACON Der 0enenh gent for
United State and IN 81 J. .; AihaiS y Y or ANY
sV. bur,cd pg'ut


+ = tuis-El'ati. u p, mai OF all di-eG-es ~ 2
prS r. Na'urs e., both .,s~ aiiG viii supply mi D.
ME R-woEfs -e'ureiy plcSo', from uh.csyti,ut
Furhcs iniITWatI'.u tuTsa r'Iru ua recap Ui I'VE
stamp 90 f'tuTu postage Adtre>> as above.
5-s4dNIy",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1872/faro_1872/1872-04-24_p3_sn85033295_00271768734_1872042401_0339.json,1872,49,48,\bfemale[ -]?(pills?|safe(?:ty)?|remed(?:y|ies))\b;\bfemale[ -]?p[i1]lls\b,SPECIAL NOTICE.,"1t is the fate of every truly valuable med
icine to be CoUNTERFEITED. Job Noses Sir
James Cgarkes female pills are extensively conn
forfeited. The genuine have The name of
'Job Moses on each package. All others
ere worthless. Dishonest Druggists en-
deavor 10 sci the counterfeits to make
greater profits.


N. BIN all cases where the GENUINE
cannot be obtained, One Dollar enclosed to
the Sole Proprietor, JOB MOSES, Is Cort.
land ST., New York, will insure bottle Of
he genuine, containing Fifty Pills, by re-
urn mail, securely sealed from any knowl-
dye of its contents. 35-lyr.",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1873/faro_1873/1873-10-10_p1_sn86072143_00280777031_1873101001_0587.json,1873,31,30,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)",AGRICULTURAL.,"


outsiders interfering in family difficulties.
AGRICULTURAL.


THE INTELLIGENT FARMER.


An Agricultural Society should teach far
mers to pat more brains into work; farming
Is not to dig and plOw and hoe alone, but to
watch nature and rise with knowledge other
ways. Neat buildings and good stock, the
support Of schools and the use of labOr-saving
machinery supplanting drudgery; these in
| dicate the intelligent farmer and if intelli-
gent the happy man. The farmer whose
| buildings toppc, whose kline are lean, and
who has to be chlorof0rmed before n school
tax can be extracted from him, belongs to
the lowest order of industry. The one gets
rich and has time for rational enjoyments ;
| the other Is always poor and always crowded
with work Luck does not make the differ
ence; the first loved his work and put mind
into it; the second de-pised his work and
longcl to 20 West;-cnjoyment pays the one
and continual discomfort the other.
The intelligent farmer can grow to a
rounded manhood. Not only Stewart, now
the merchant prince, has become great
I
| ply in shoeing horses, and Hugh Miller
found it in a stone quarry. They were not
slaves in their work, going about it without
| thought


The glory of this country is that it e lets
/ ont its workers they may grow, govern rs
well as obey. and become thinkers A. well a.
workers. They are better paid here than
| the European workers and have better means
of culture. Those who come to our shores
from abroad find opening before them larger
/ opportunities and become worthy citizens by
improving them. Citizenship and . n
chance III man with ambition and hope
/ The foreigner does not find here the pyrl-
mid, rs Russian society has been called,
/ with the laboring classes NJ the bottom and
the Car ut the top, not the concentric cir
| clcs Of orders of people rs found in England
/ with the monarch ut the centre, and the po-
| sition OF each unchangcabc He finds rath-
| er n way. open 10 all who work intelligent
| ly. from the bottom to tie top. 10 travel
| this way is the hirthright of labor


Iland-workers are 10 demonstrate their
/ grown by results. AMI this S1cie,y meets to
nurl those results. They should be profit
able results ~hoWin. the discovery Of new
/ trgth- during tine wear. There are features
that do not seem to be- of great utility How
/ is it that so many premiums can bc afforded
/ for horse-raciuc2 Ihe best horses are not
/ necessarily he hest trotter-. While one
man IN the market calls for racer thou
| sand call forothcr qualities. Nordoes horse
racing certainly have tendency To promote
/ speed In our Vermont ho's,~-the winners
| OF your premiums are quite as likely tp be
/ some lau,eru-nwc1, ~lamh.c-glitcd, broken
/ down Bo~iuaute. from some foreign race
course. as to he from your own stables and
{ of your own growth. Bc-.lc- saeh cxhi1i-
ti0uS encourage ~pccic- of gambling ihat is
clrruptin- and induce wan, Of respect for
law and order. converting an exhibition of
mechanical and agricultural skill into a de-
moraiizing sport. One county in the State
! offers 5000 in premium. Of which 5000 is
for trotting. What growth do the workers
realize from such q state of affairs IN H.
Porers' Idaress ltor ttr Washington Co.
igr1'rr0' Naoiry.


SNAIL TElus.


Up1n this subject the New York World
has these sensible remarks, which although
Well known to every thinking farmer viii
3 bear reitera;iu-.


Il a-t1ui-he- great many men g. notice
how many more other men persist IN fencing
small feli--in keeping up fences wher'
they are not needed and Flowing short fur
rows where long ones would save vast dea
of time and labor. besides avoiding th,
trampling Of the ground In turning. which
few men knew how to avoid. The economy
Of time and labor in farming Is as important
as the saving Of crops. Two long rows o


ffsf",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1874/faro_1874/1874-06-26_p4_sn85034082_00517177271_1874062601_1021.json,1874,49,48,\bbring[ -]?on[ -]?(?:the[ -]?menses|the[ -]?courses|her[ -]?periods?)\b,"DIR. J. BRADFIELD'S
Female Regulator","Ii will bring on the Menses; relieves all pain


nj the monthly Period cures rheumatism
and Neuralgia of Back and Uterus; L-ncor-
rhpa or Whites"" and partial Prolapsls Uteri;


cbecl, excessive flow, and correct all Irregular
les peculiar to ladies.


II will remove all Irritation of Kidneys and
Bladder; relieve Costivrness purify the Blood
give tone ard strength TO the whole system,
clear the skin, impatilig rosy ine 10 tie


cheek, and cieerfnlness TO the mind.
1t is as sure a cure in all the above diseases


""a Quinine is in Chlls and Fever
Ladies can cure themselves OF all the above
diseases without revealing their complaints te
any person. which is always moftlfyingto thrli
pride and mOdesty.


1t is recommended by the best physicians aud
the clergy:


LAGRANGE, GA. March %, $50.
Rradfield g. Co. Atlanta, Ga dear Sirs
l take pleasure in stating that have used for


the lasi twenty years the medicinr y""l aie
now putting up, known a Ilr. J. Bradiirid'e
Female Regulator and consider it the hest
hination ever gotten together ful HE dseasea


for which il il recommended have been Ia
miliar with the prescription both a. a liacri.
TONER of medicine ard in domestic practice. and
can honestly say that consider il boon i,,
| suffering females. and can bur hope that ever,
| lady in our whole land, who may be suffering
| in any way peculiar to their sex, may be abb.
| 10 procure bottle. that their snfferngs may
| not only be relieved but that they may be re-
stored 10 health and strength. With my kind
| eat regards, ! am respectfully,
w. Ii. FERRllL, NJ u",ADS_REPRO
